order_id,payment_id,created_at,amount_inr,method,category,is_new_customer,past_orders,past_return_rate,order_hour,is_weekend,is_late_night,delivery_distance_km,checkout_time_sec,returned_or_chargeback
order_09f0434553,pay_ef351a1258,2026-07-31 14:42:59.250331,1085.63,upi,electronics,0,5,0.15702944569549507,14,0,0,7.2,409.2,0
order_e382f66a44,pay_f43935ee5c,2026-08-19 11:03:37.250331,3516.81,cod,apparel,0,4,0.4687573134854403,11,0,0,6.2,19.6,0
order_104ab30957,pay_2402d1b8ce,2026-08-11 17:20:45.250331,128.38,cod,grocery,0,3,0.20710889752792797,17,0,0,6.2,23.1,1
order_3ccd401230,pay_f989474c6d,2026-08-09 16:50:52.250331,897.0,upi,apparel,0,3,0.1542163896764156,16,1,0,6.9,25.5,0
order_0102be723c,pay_c630ae3af3,2026-08-20 13:13:11.250331,2389.14,netbanking,electronics,0,7,0.5160802168608241,13,0,0,3.4,108.8,0
order_3e133b9da2,pay_85d417f587,2026-08-19 06:55:25.250331,415.66,upi,grocery,0,9,0.1673421063431742,6,0,0,29.3,24.2,0
order_9763ef4927,pay_7b694991ca,2026-08-01 01:14:40.250331,733.48,cod,apparel,0,6,0.02313348133289722,1,1,1,1.5,17.7,1
order_af66c87c56,pay_0092c016fc,2026-08-27 07:32:08.250331,1623.41,upi,digital,0,3,0.0553829518159111,7,0,0,0.0,64.7,0
order_e6960d5038,pay_4de7fdd2ac,2026-08-23 01:09:40.250331,1943.44,cod,grocery,0,6,0.4792994871143549,1,1,1,4.9,165.4,0
order_8c869ea5e9,pay_0e2eccfb76,2026-08-10 23:26:18.250331,373.06,cod,home,0,6,0.009712801393105536,23,0,1,11.7,65.8,1
order_0fd5da99f1,pay_5b6e833e0f,2026-07-29 10:09:56.250331,1370.96,card,apparel,0,2,0.20097949930476897,10,0,0,7.5,620.9,0
order_3f38f57830,pay_84192527aa,2026-07-29 03:52:17.250331,338.58,upi,electronics,0,2,0.07041133213506764,3,0,1,6.1,24.3,0
order_2c6d4b9412,pay_59f8bb8291,2026-08-15 14:58:36.250331,724.1,upi,apparel,1,0,0.0,14,1,0,13.2,71.2,0
order_7dc22003ef,pay_a812be2197,2026-08-24 03:53:39.250331,301.85,upi,grocery,1,0,0.0,3,0,1,2.6,109.1,1
order_a1d9d0b8e9,pay_b465c28af9,2026-08-04 10:05:21.250331,364.16,upi,apparel,0,7,0.22090625867258756,10,0,0,4.1,47.2,0
order_ff30a382ff,pay_44ea40577a,2026-08-25 14:39:28.250331,200.78,card,grocery,0,3,0.5465609680959138,14,0,0,34.2,27.3,0
order_c5b7cc8941,pay_455931542f,2026-08-08 15:31:22.250331,319.03,upi,electronics,1,0,0.0,15,1,0,0.3,67.4,0
order_116c65d7d4,pay_87d9407ee0,2026-08-09 00:01:44.250331,276.58,upi,grocery,0,7,0.1036548311360267,0,1,1,6.3,96.4,0
order_879bf15fed,pay_95f7960ad2,2026-08-25 15:39:57.250331,2863.12,upi,apparel,0,7,0.28473656827508664,15,0,0,10.7,81.8,0
order_0f38df0150,pay_ce6875e695,2026-08-11 15:06:04.250331,614.92,card,electronics,1,0,0.0,15,0,0,6.1,46.5,0
order_95b5128429,pay_c81c14a967,2026-08-24 15:48:28.250331,2212.89,card,apparel,0,4,0.3642175845152713,15,0,0,6.3,40.2,0
order_ddd6028533,pay_f6216bade9,2026-07-29 02:56:52.250331,596.18,upi,grocery,1,0,0.0,2,0,1,2.8,111.6,0
order_d68636b9b4,pay_3195014dca,2026-08-23 19:26:51.250331,163.55,upi,apparel,0,6,0.47045106923550195,19,1,0,6.0,108.4,1
order_6d39ea2151,pay_25672c7174,2026-07-30 05:28:42.250331,609.43,upi,grocery,0,3,0.2022322513472006,5,0,0,4.2,59.5,0
order_b5e1f3f82d,pay_6be4d96614,2026-08-16 07:46:04.250331,482.38,netbanking,apparel,0,5,0.039947528088423466,7,1,0,70.4,79.1,0
order_3b899f17bd,pay_81b5b11711,2026-08-15 23:03:46.250331,258.82,upi,digital,0,6,0.24704273894271978,23,1,1,0.0,29.9,0
order_90dc47525c,pay_52754b3cc1,2026-08-12 18:28:17.250331,3624.53,upi,grocery,1,0,0.0,18,0,0,59.4,21.8,0
order_dd9b09a3ad,pay_3671228828,2026-07-29 21:35:40.250331,859.72,cod,grocery,1,0,0.0,21,0,0,17.5,59.2,0
order_44a0b1bbfb,pay_5f29e8edd9,2026-08-09 19:03:59.250331,2157.48,cod,apparel,1,0,0.0,19,1,0,6.9,98.2,0
order_ea99a07d6f,pay_b87e78b07d,2026-08-07 10:53:13.250331,408.26,cod,grocery,1,0,0.0,10,0,0,57.8,255.8,1
order_79b357102b,pay_18cfef0bc8,2026-08-25 00:56:45.250331,482.22,wallet,electronics,1,0,0.0,0,0,1,18.8,89.4,0
order_1d5883cbd2,pay_238ff24a37,2026-08-16 05:13:22.250331,216.45,upi,electronics,1,0,0.0,5,1,0,33.1,40.0,0
order_134b351145,pay_f9b035d0d0,2026-08-13 01:23:40.250331,2301.23,cod,electronics,0,6,0.5441353619678269,1,0,1,28.1,28.3,1
order_4f1fae24df,pay_da89ded42d,2026-08-22 20:28:25.250331,379.73,card,electronics,0,6,0.03172885631897874,20,1,0,10.8,22.9,0
order_2ceed3ff41,pay_84e450a8d8,2026-08-12 23:42:09.250331,1887.6,upi,grocery,0,6,0.03820844396129418,23,0,1,4.3,121.0,0
order_70f9682f0c,pay_67c1976990,2026-07-28 21:05:32.250331,2301.67,upi,home,1,0,0.0,21,0,0,5.9,82.9,0
order_d78dfb2aee,pay_f69d685d26,2026-08-10 11:30:55.250331,278.89,upi,electronics,0,7,0.06021525901534567,11,0,0,74.2,26.0,0
order_5ffd364577,pay_d15275da37,2026-08-25 00:00:42.250331,451.64,upi,apparel,0,8,0.2114928223964096,0,0,1,8.5,50.7,0
order_8e850dc182,pay_5c793720a5,2026-08-23 17:21:43.250331,966.32,card,digital,0,3,0.377486772078106,17,1,0,0.0,21.8,0
order_7431bb99f3,pay_975158b040,2026-08-07 10:35:15.250331,662.4,upi,home,0,13,0.1461947080642537,10,0,0,5.5,122.8,0
order_d06ef773dd,pay_01b65106a8,2026-08-13 06:10:38.250331,968.92,upi,apparel,0,5,0.08557610643631601,6,0,0,37.4,19.5,0
order_3ce489aa4b,pay_558fa2ac23,2026-08-26 05:31:01.250331,2659.22,upi,home,0,5,0.13466733927177463,5,0,0,22.2,125.8,0
order_ee2b20e9f2,pay_5e6d19ac01,2026-08-17 03:03:15.250331,166.75,card,apparel,0,5,0.15054303212006756,3,0,1,12.7,39.7,0
order_e0cc9591e3,pay_e2847ef1d0,2026-08-01 08:13:19.250331,1288.07,upi,grocery,1,0,0.0,8,1,0,10.7,127.4,0
order_cb1bf8353b,pay_96575c133c,2026-08-10 15:34:42.250331,386.76,upi,electronics,1,0,0.0,15,0,0,19.3,25.4,0
order_37d8836e2b,pay_89f09e6e9b,2026-08-07 11:06:53.250331,2109.55,card,home,0,3,0.045052868039602824,11,0,0,5.4,31.0,0
order_c25def4d46,pay_90c70f96ed,2026-08-25 14:28:28.250331,1217.66,card,grocery,1,0,0.0,14,0,0,27.1,14.2,0
order_3a0a9b13c8,pay_1a9f26c373,2026-07-31 07:48:24.250331,1504.92,card,grocery,0,8,0.2010939445484123,7,0,0,7.6,37.7,0
order_6d7b896db4,pay_4a3f2646ca,2026-08-01 04:18:08.250331,540.41,cod,apparel,1,0,0.0,4,1,1,54.6,12.7,1
order_d71ee4c7fa,pay_73cf807084,2026-08-20 06:03:56.250331,321.4,upi,home,1,0,0.0,6,0,0,34.1,62.4,0
order_14ecb9fff5,pay_b9aa24b66b,2026-08-09 01:23:51.250331,1322.35,upi,digital,0,4,0.11812156901477563,1,1,1,0.0,59.6,0
order_e1f4a14c7c,pay_b962609894,2026-08-21 01:57:33.250331,729.12,card,digital,1,0,0.0,1,0,1,0.0,150.8,0
order_9338fecc4b,pay_d1f2703868,2026-08-05 00:10:13.250331,119.52,upi,electronics,0,6,0.1508719045423092,0,0,1,20.4,117.6,0
order_7496a6b408,pay_0d0b57a6fe,2026-08-22 13:07:02.250331,445.94,upi,electronics,0,5,0.33991083820737655,13,1,0,43.0,376.3,0
order_352d42549b,pay_5be4138d0b,2026-08-09 16:43:15.250331,4505.91,card,apparel,0,5,0.4474270253191042,16,1,0,14.3,84.9,0
order_69ae4241b1,pay_6d1ac8bdf7,2026-08-24 07:58:09.250331,170.22,upi,home,0,10,0.4745653179261683,7,0,0,0.2,82.9,0
order_a2ee1b5064,pay_34b127647f,2026-07-30 13:21:32.250331,401.4,netbanking,grocery,0,9,0.0348502199982571,13,0,0,21.1,85.1,0
order_d01e098e4e,pay_25cdfd483d,2026-08-13 17:20:08.250331,852.6,upi,electronics,0,8,0.04872057764368588,17,0,0,38.1,317.9,0
order_9c10d388c5,pay_3aca09c5e3,2026-07-29 16:53:23.250331,809.83,upi,home,0,3,0.002626436998498785,16,0,0,17.0,56.6,0
order_9a35355604,pay_943099aeb8,2026-08-11 12:08:52.250331,846.1,upi,apparel,0,6,0.16400385603646794,12,0,0,19.8,76.6,1
order_630871c292,pay_fbe980bf55,2026-08-08 20:41:43.250331,1107.55,upi,apparel,0,6,0.23203803052238245,20,1,0,34.6,27.1,0
order_c112cded14,pay_02de3892cc,2026-07-28 20:08:51.250331,1890.43,wallet,apparel,0,3,0.22255474546305823,20,0,0,32.4,159.7,0
order_d69b95e709,pay_a00e6014c8,2026-08-14 17:29:24.250331,804.88,cod,apparel,0,3,0.058874000485873774,17,0,0,15.7,83.8,0
order_a885d4e082,pay_cd0143b31c,2026-08-10 08:17:54.250331,1222.54,upi,electronics,1,0,0.0,8,0,0,8.4,36.9,1
order_6317339b84,pay_1e2f6ba551,2026-07-31 01:00:49.250331,733.85,card,digital,1,0,0.0,1,0,1,0.0,52.6,0
order_c9914bb1d8,pay_584d605c69,2026-08-19 23:12:14.250331,408.48,upi,apparel,1,0,0.0,23,0,1,9.9,21.3,0
order_1a5b825b13,pay_20d90d9ef2,2026-08-08 11:50:35.250331,994.56,card,apparel,1,0,0.0,11,1,0,0.3,28.5,1
order_bc6b44fd11,pay_3f5dd2af5a,2026-08-07 21:51:20.250331,2905.53,netbanking,digital,1,0,0.0,21,0,0,0.0,14.7,0
order_dd7fb36729,pay_13f6ab44cd,2026-08-03 04:29:52.250331,1380.7,upi,digital,0,4,0.12063251432298093,4,0,1,0.0,72.0,0
order_1cfdb6323f,pay_2f0ef19e4b,2026-08-15 08:01:06.250331,659.41,netbanking,grocery,1,0,0.0,8,1,0,12.5,22.9,0
order_bf9ebabe24,pay_3b2ac2a78f,2026-08-09 23:10:54.250331,3337.56,upi,apparel,0,5,0.23901547749339216,23,1,1,15.2,159.3,0
order_c5db8bf34e,pay_fb999f9419,2026-08-26 15:24:12.250331,281.48,upi,apparel,0,4,0.08249262144535119,15,0,0,11.8,25.8,0
order_9dfcf1d406,pay_7c819519cb,2026-08-27 08:36:41.250331,657.87,upi,electronics,1,0,0.0,8,0,0,2.9,38.6,0
order_f83c0bfbb5,pay_dfaf0e094e,2026-08-26 04:37:23.250331,1406.76,upi,apparel,0,5,0.03270981303024217,4,0,1,28.0,331.8,0
order_2e75638a11,pay_b09773567c,2026-08-23 08:44:09.250331,352.89,cod,home,1,0,0.0,8,1,0,4.5,23.6,0
order_87234a9333,pay_d3557f0cfd,2026-08-19 16:18:22.250331,303.37,netbanking,home,0,10,0.07975079334650535,16,0,0,18.7,18.9,0
order_22dbb836b6,pay_a1aa78e2f8,2026-08-26 23:12:41.250331,115.54,upi,grocery,1,0,0.0,23,0,1,2.3,60.8,0
order_ca0e473611,pay_badc5b15e1,2026-08-11 05:11:26.250331,612.45,upi,home,0,5,0.26979167203613197,5,0,0,3.4,296.7,0
order_a0ab3d1db3,pay_b5724ebb78,2026-08-24 01:14:25.250331,977.92,upi,grocery,1,0,0.0,1,0,1,36.7,117.9,0
order_05afe7c092,pay_8ffab4c3b8,2026-08-12 10:18:58.250331,1185.93,cod,apparel,1,0,0.0,10,0,0,16.2,35.8,1
order_1e14f9191f,pay_b9d9352d92,2026-08-11 04:02:03.250331,2813.0,upi,home,0,7,0.22920663592584384,4,0,1,22.4,19.5,0
order_e36ceac83d,pay_490f3d88c7,2026-08-02 12:21:31.250331,337.21,card,apparel,1,0,0.0,12,1,0,14.4,51.8,0
order_4a8ae4b9fe,pay_ced09cf624,2026-08-21 06:48:43.250331,493.68,upi,home,1,0,0.0,6,0,0,5.5,80.4,0
order_b82a5013d9,pay_09d78b50f1,2026-08-23 22:40:57.250331,3021.0,upi,grocery,0,5,0.26759847341536924,22,1,0,0.8,32.6,0
order_3061c40267,pay_a66a3d4209,2026-08-14 16:24:26.250331,202.73,card,apparel,0,5,0.021111313108673833,16,0,0,16.7,57.9,0
order_300a375a13,pay_e21908d247,2026-07-29 16:21:20.250331,199.35,cod,grocery,1,0,0.0,16,0,0,37.4,38.0,0
order_07aa726a57,pay_659044a8bf,2026-08-14 08:38:23.250331,459.51,upi,electronics,0,6,0.3651900891807415,8,0,0,7.9,166.8,0
order_9b7df4a9ee,pay_7a0262d086,2026-08-08 22:40:00.250331,1454.05,cod,home,0,3,0.06696372802167679,22,1,0,1.1,202.3,0
order_66e7d88747,pay_af550e984f,2026-08-02 07:19:29.250331,1005.7,upi,apparel,1,0,0.0,7,1,0,0.8,84.4,0
order_7f04bb15bc,pay_35ab7d3f40,2026-08-19 00:45:20.250331,5230.24,upi,grocery,1,0,0.0,0,0,1,16.2,11.7,0
order_57255864a8,pay_def9f24f1f,2026-08-06 00:45:18.250331,2044.89,cod,apparel,0,10,0.1350206315586629,0,0,1,12.2,63.8,0
order_a45b1dfe23,pay_46f8461282,2026-08-19 18:25:35.250331,571.43,cod,grocery,0,6,0.09033965874384854,18,0,0,0.1,18.8,1
order_8d55638314,pay_0631e0c967,2026-08-07 16:37:50.250331,563.97,upi,electronics,1,0,0.0,16,0,0,7.4,194.0,0
order_36fb958daa,pay_6484e05b62,2026-08-20 08:15:09.250331,2120.13,upi,apparel,1,0,0.0,8,0,0,41.9,11.1,0
order_7e8393f2e6,pay_35e462d477,2026-08-08 03:47:25.250331,1886.6,cod,electronics,1,0,0.0,3,1,1,19.3,15.2,1
order_762cab578d,pay_cb0a7408bf,2026-08-22 13:28:25.250331,2157.83,upi,apparel,0,4,0.12916416371184944,13,1,0,21.0,9.5,0
order_580cdbe386,pay_ab120d1f78,2026-08-08 01:54:14.250331,1868.44,upi,home,0,3,0.3294119679081746,1,1,1,1.9,65.8,0
order_732ab0d3fb,pay_076226426e,2026-07-31 13:05:42.250331,72.66,card,apparel,0,5,0.13033940946263795,13,0,0,48.8,31.8,0
order_0509bf90e0,pay_fa261d9fb3,2026-08-14 16:15:23.250331,88.55,cod,home,1,0,0.0,16,0,0,26.5,116.7,0
order_473b1500bb,pay_b60a915b0b,2026-08-22 21:22:10.250331,269.38,upi,home,0,6,0.021620432418286293,21,1,0,1.0,73.2,0
order_b7ed2fc8b2,pay_9acfac1999,2026-08-22 08:53:24.250331,132.49,card,grocery,0,3,0.0040265357655991435,8,1,0,10.4,47.8,0
order_a41541757d,pay_e7cb310a9a,2026-08-20 16:33:10.250331,144.45,upi,electronics,1,0,0.0,16,0,0,11.1,66.5,0
order_72ad2bbc8d,pay_d5ca0f89e2,2026-08-25 12:25:35.250331,1037.77,cod,apparel,1,0,0.0,12,0,0,15.9,25.5,1
order_a00f1f1e14,pay_9d7dbb5ba0,2026-08-04 20:25:03.250331,873.54,netbanking,digital,0,5,0.008116338322116404,20,0,0,0.0,104.2,0
order_5ba4e3fa96,pay_b2a3532980,2026-08-05 07:04:31.250331,985.29,wallet,home,0,3,0.21262794436415308,7,0,0,2.2,89.1,0
order_8232619a52,pay_5b80f1492d,2026-08-10 21:05:58.250331,753.49,upi,grocery,0,8,0.01654235246646474,21,0,0,9.2,40.0,0
order_1251e59149,pay_7cc2cc09f6,2026-08-27 03:47:03.250331,2273.44,netbanking,grocery,1,0,0.0,3,0,1,11.4,99.6,0
order_cde2e6c9c5,pay_cb955678a4,2026-08-10 00:32:51.250331,927.98,wallet,apparel,1,0,0.0,0,0,1,9.2,138.9,0
order_0b0948ebe8,pay_43e4f06608,2026-08-07 12:01:44.250331,787.55,upi,grocery,0,1,0.1736671736826167,12,0,0,0.9,47.7,0
order_3d2824fa3c,pay_f84d6ea8e2,2026-08-14 00:41:11.250331,444.93,card,grocery,1,0,0.0,0,0,1,2.2,36.6,0
order_21e7082554,pay_07a3101f63,2026-08-12 14:38:25.250331,9480.61,upi,apparel,1,0,0.0,14,0,0,12.7,127.0,0
order_9adfbe564f,pay_de489ed026,2026-08-23 10:32:43.250331,217.75,card,electronics,0,3,0.19405771236800343,10,1,0,3.4,27.7,0
order_3a17feeef9,pay_6e1660f482,2026-08-17 03:07:31.250331,1097.92,upi,electronics,0,4,0.078606234582571,3,0,1,1.1,35.3,0
order_cda0d96dbd,pay_a66340271d,2026-08-26 02:34:04.250331,2534.64,netbanking,grocery,0,4,0.12345015010418163,2,0,1,13.3,40.3,0
order_a12293b74a,pay_a5a7fde0cd,2026-07-29 20:30:39.250331,748.36,upi,digital,0,2,0.002163305433137943,20,0,0,0.0,76.7,0
order_1c73784c79,pay_bf9b8858d6,2026-08-20 03:37:44.250331,359.36,card,apparel,0,5,0.027993013495508815,3,0,1,23.6,55.9,0
order_6534fef3a1,pay_fa03c24087,2026-08-08 00:57:14.250331,377.45,upi,home,0,5,0.02730132185533242,0,1,1,23.6,12.7,0
order_4844e71a4d,pay_7269a9f0a9,2026-08-24 07:05:14.250331,701.57,upi,grocery,0,5,0.4245532563351892,7,0,0,28.0,36.8,1
order_c5159f97e3,pay_2eff380876,2026-08-16 08:39:15.250331,249.94,upi,apparel,0,2,0.17584197042318592,8,1,0,21.8,16.8,0
order_fdb9d52116,pay_e98179e49b,2026-08-15 21:31:44.250331,472.28,upi,apparel,0,1,0.4815534801995574,21,1,0,0.6,63.2,0
order_ecd18cd962,pay_778d1e33f4,2026-08-02 19:13:39.250331,4690.54,cod,apparel,0,8,0.13527976255653357,19,1,0,37.2,102.9,0
order_b61047ec0a,pay_927088b582,2026-08-25 08:17:25.250331,5881.36,card,digital,1,0,0.0,8,0,0,0.0,19.4,0
order_b773a097d2,pay_ea4d2529d2,2026-07-31 16:31:22.250331,175.91,upi,digital,0,11,0.18373035594053694,16,0,0,0.0,15.3,0
order_c140bf8a6b,pay_3b25e7b22e,2026-08-19 20:48:28.250331,119.03,upi,digital,0,7,0.0030522479006972495,20,0,0,0.0,62.8,0
order_e94da2a4ef,pay_b97d11fbaa,2026-08-05 01:50:17.250331,271.39,cod,grocery,1,0,0.0,1,0,1,75.3,27.8,0
order_61a50893bd,pay_c595a31da5,2026-08-23 14:11:13.250331,661.58,cod,home,0,4,0.10959615196926056,14,1,0,26.8,32.1,1
order_04d09f85ea,pay_42739a20e7,2026-08-02 02:22:00.250331,732.2,upi,home,0,7,0.0422472575673354,2,1,1,98.3,8.5,0
order_152f7ab1c8,pay_7792bb1a11,2026-08-24 05:38:36.250331,369.89,cod,electronics,1,0,0.0,5,0,0,10.1,85.9,0
order_d16c4a13a2,pay_22a9ad6fe4,2026-08-16 16:56:12.250331,411.82,upi,grocery,0,4,0.5404191720051713,16,1,0,16.7,35.3,1
order_0094660ce2,pay_f725a86939,2026-08-03 16:07:55.250331,304.8,upi,electronics,0,3,0.20632066807534205,16,0,0,19.3,70.1,0
order_8055ffedba,pay_56cc6d4f61,2026-07-30 19:16:36.250331,1163.59,upi,apparel,0,5,0.5081017003788139,19,0,0,16.5,80.3,0
order_3155a9477f,pay_e073b4fdd0,2026-08-25 15:24:21.250331,547.59,cod,apparel,0,1,0.11920762361402897,15,0,0,32.3,29.5,0
order_55a543c072,pay_33dccd84d1,2026-08-07 20:28:35.250331,386.22,cod,apparel,0,4,0.036627285703019014,20,0,0,74.4,44.3,1
order_1d792fb762,pay_c50980e6ad,2026-08-23 11:37:07.250331,1722.09,netbanking,home,0,4,0.09965234958348629,11,1,0,18.2,91.0,0
order_8f7315b6bb,pay_fa76afdfb2,2026-08-14 02:04:44.250331,2616.74,card,electronics,0,9,0.18263110192718074,2,0,1,33.1,42.5,0
order_7ca1d94261,pay_b69df148d9,2026-08-02 03:40:37.250331,544.38,upi,digital,0,9,0.44330588866878096,3,1,1,0.0,47.9,0
order_ce61f5b0f3,pay_422743705a,2026-08-23 06:58:56.250331,385.49,upi,apparel,0,2,0.13744449483107252,6,1,0,39.7,34.0,0
order_eff9fe396b,pay_ee11927805,2026-08-23 10:21:16.250331,2019.08,cod,electronics,0,0,0.1994453279924135,10,1,0,24.8,466.9,1
order_ebcccd457b,pay_017382ff07,2026-08-17 20:55:50.250331,3587.22,upi,electronics,1,0,0.0,20,0,0,30.3,81.1,0
order_d5f8ecd0b0,pay_965fd7bda1,2026-08-25 11:51:20.250331,50.0,wallet,digital,0,7,0.006938141008344464,11,0,0,0.0,142.9,0
order_0750e0d2ec,pay_d91ef251ff,2026-08-22 00:17:48.250331,184.33,upi,digital,1,0,0.0,0,1,1,0.0,25.5,0
order_99a3c34acf,pay_d77a7830ab,2026-08-20 06:19:48.250331,473.56,upi,home,1,0,0.0,6,0,0,2.2,116.7,0
order_38e72298ff,pay_796e224df3,2026-08-11 19:44:35.250331,859.05,upi,apparel,0,5,0.19599904969433177,19,0,0,14.0,14.3,1
order_9cb7ddf797,pay_f5e0360eb3,2026-08-14 02:56:48.250331,1947.27,upi,electronics,0,9,0.1633170327356802,2,0,1,2.0,50.1,0
order_d35c3788f0,pay_8756cf26cc,2026-07-29 23:21:29.250331,2448.15,upi,grocery,0,4,0.13554930171356752,23,0,1,2.2,109.5,0
order_329e5f3950,pay_e00ff1f66a,2026-08-04 01:27:22.250331,148.74,card,grocery,0,7,0.09615203435372081,1,0,1,2.7,40.1,0
order_95e3bbca40,pay_30cecee086,2026-08-08 02:47:40.250331,3456.47,cod,grocery,1,0,0.0,2,1,1,19.6,229.7,0
order_e11e587e2f,pay_41cb59ff5a,2026-08-07 12:26:16.250331,3488.06,upi,apparel,0,6,0.17190753738529327,12,0,0,1.2,77.1,1
order_63bd52c356,pay_d2aaa01e14,2026-08-21 16:00:03.250331,382.38,upi,home,1,0,0.0,16,0,0,3.1,116.4,0
order_62829bdf0f,pay_b3f239ada3,2026-07-31 02:27:13.250331,257.02,card,electronics,0,4,0.020728964455929384,2,0,1,27.6,72.0,0
order_cdc26ab76d,pay_4abce20842,2026-08-18 04:19:03.250331,89.06,upi,home,0,7,0.25802221104970546,4,0,1,29.3,48.8,0
order_745c456e72,pay_f7712e094b,2026-08-07 17:35:27.250331,493.5,cod,grocery,1,0,0.0,17,0,0,5.2,42.3,0
order_414294b8e7,pay_986a3a4252,2026-08-11 17:12:51.250331,625.39,upi,grocery,0,5,0.09413759071402701,17,0,0,18.8,13.5,0
order_5eb251543a,pay_db854ef09a,2026-08-24 19:29:28.250331,593.54,upi,electronics,1,0,0.0,19,0,0,14.4,65.1,0
order_de9aa0cead,pay_3c2da78ad6,2026-08-19 12:45:41.250331,175.27,upi,digital,0,4,0.11405734169453956,12,0,0,0.0,243.3,0
order_b91c1054c8,pay_4cb67eb3d4,2026-08-12 03:11:40.250331,643.1,cod,home,1,0,0.0,3,0,1,8.0,11.7,0
order_9c0237b6e7,pay_c925e0576c,2026-08-23 22:23:31.250331,793.99,card,grocery,0,5,0.09117483226989274,22,1,0,9.8,26.4,0
order_f2d47d779f,pay_1ca0150a29,2026-08-18 22:00:27.250331,120.7,cod,electronics,0,6,0.08319992599205404,22,0,0,0.6,30.2,0
order_00950e2c38,pay_f71a4075fb,2026-08-07 06:53:57.250331,170.07,cod,home,1,0,0.0,6,0,0,10.3,37.8,1
order_eb3b614eba,pay_9e31465fbf,2026-08-02 02:28:32.250331,1425.32,wallet,digital,0,3,0.11095601977808989,2,1,1,0.0,22.3,0
order_7cc2cbff6a,pay_716f9fd7cc,2026-07-28 22:44:26.250331,220.28,cod,apparel,1,0,0.0,22,0,0,24.6,39.4,1
order_505655b4d8,pay_57414704ac,2026-08-08 13:24:01.250331,164.19,card,home,0,6,0.34912051575461295,13,1,0,92.6,15.6,0
order_ffcd9bd38a,pay_4cefba8a22,2026-08-23 14:19:24.250331,272.89,upi,apparel,0,8,0.16488770864347935,14,1,0,0.8,64.4,0
order_86a5b46520,pay_baf4a8a00e,2026-08-06 13:01:05.250331,597.38,netbanking,apparel,1,0,0.0,13,0,0,6.6,67.1,0
order_0310ca5989,pay_13d28b11c8,2026-08-08 20:53:47.250331,1798.58,upi,electronics,0,6,0.1448975409132719,20,1,0,5.9,48.5,0
order_853d7ba27e,pay_1069d4bb07,2026-08-08 17:09:24.250331,1515.8,wallet,apparel,0,4,0.16581660650396915,17,1,0,2.2,115.9,0
order_e5c703d10f,pay_cd2781b640,2026-07-29 16:22:34.250331,383.22,upi,electronics,0,12,0.07034549281529053,16,0,0,5.5,13.1,0
order_5b66dad73d,pay_768f55a193,2026-08-02 00:01:44.250331,250.54,cod,apparel,1,0,0.0,0,1,1,14.6,86.3,0
order_407fc29fbb,pay_3c1500d725,2026-08-25 08:35:54.250331,1688.07,card,apparel,0,8,0.10381005414877043,8,0,0,6.2,52.6,0
order_08bf2a079b,pay_f5bed7fb8d,2026-08-17 13:59:24.250331,851.8,cod,apparel,0,7,0.09118266569743139,13,0,0,34.3,101.5,1
order_5635d21cee,pay_603f06e814,2026-08-13 11:10:05.250331,249.92,netbanking,apparel,0,8,0.08456148583802962,11,0,0,30.6,43.0,0
order_8735bd8197,pay_829d8529bf,2026-08-21 12:54:53.250331,297.01,upi,apparel,1,0,0.0,12,0,0,12.9,136.7,0
order_7bcb8171e4,pay_702546102c,2026-08-23 05:51:25.250331,8933.09,netbanking,electronics,0,6,0.30710861666231565,5,1,0,11.3,7.9,0
order_e557a2998d,pay_9e3cc4f439,2026-08-19 13:30:57.250331,116.58,upi,digital,1,0,0.0,13,0,0,0.0,59.6,0
order_8928f0f394,pay_c4c9f56777,2026-08-02 03:08:03.250331,1112.99,card,apparel,1,0,0.0,3,1,1,2.0,58.3,0
order_e7f8188ae3,pay_d56732f7d5,2026-08-05 11:56:28.250331,1347.84,upi,electronics,1,0,0.0,11,0,0,8.3,28.6,0
order_2577f1940e,pay_7d2fe09f3f,2026-08-06 08:26:43.250331,331.97,upi,apparel,1,0,0.0,8,0,0,12.7,89.0,0
order_affcd695d3,pay_3f1f95b800,2026-08-10 21:01:38.250331,105.8,upi,apparel,0,5,0.08854794644053197,21,0,0,7.7,27.9,0
order_98a18c6f6c,pay_2753e3a37a,2026-08-19 16:10:44.250331,88.66,card,home,1,0,0.0,16,0,0,26.0,54.2,0
order_df8057ea05,pay_eb3ea842fa,2026-08-08 09:53:52.250331,803.96,upi,electronics,0,4,0.10758312326757072,9,1,0,13.8,123.2,0
order_accfe801bb,pay_1307c3f6aa,2026-08-13 20:56:15.250331,313.97,card,digital,0,4,0.05133215837304943,20,0,0,0.0,65.6,0
order_a5337d6de4,pay_bfb6b5c567,2026-08-11 07:00:47.250331,243.79,cod,apparel,0,5,0.05500504855772037,7,0,0,5.5,102.0,0
order_17dc91c77f,pay_6ffdca59bf,2026-08-01 10:15:40.250331,896.9,upi,home,1,0,0.0,10,1,0,13.0,315.0,0
order_61f5bef514,pay_524e9c125a,2026-08-21 21:56:55.250331,864.23,upi,electronics,0,4,0.13355600424280867,21,0,0,2.0,131.8,0
order_d83f106a6c,pay_0fc498e106,2026-08-18 19:37:01.250331,1019.57,card,digital,0,7,0.011737527017287915,19,0,0,0.0,87.5,0
order_f091a70d40,pay_baba7cc3a0,2026-08-11 14:41:18.250331,4382.95,upi,grocery,1,0,0.0,14,0,0,7.2,65.1,1
