review_threshold,hold_threshold,approval_rate,review_rate,hold_rate,total_intervention_rate,risky_order_recall,intervention_precision,false_positive_count,false_negative_count,review_cost,hold_cost,missed_risk_cost,total_estimated_cost,feasibility_status,rejection_reason
0.08,0.82,0.28,0.72,0.0,0.72,0.8854961832061069,0.2013888888888889,460,15,41592.403,0.0,18160.420000000002,59752.823000000004,Infeasible,Violates MAX_INTERVENTION_RATE
0.08,0.83,0.28,0.72,0.0,0.72,0.8854961832061069,0.2013888888888889,460,15,41592.403,0.0,18160.420000000002,59752.823000000004,Infeasible,Violates MAX_INTERVENTION_RATE
0.08,0.84,0.28,0.72,0.0,0.72,0.8854961832061069,0.2013888888888889,460,15,41592.403,0.0,18160.420000000002,59752.823000000004,Infeasible,Violates MAX_INTERVENTION_RATE
0.08,0.85,0.28,0.72,0.0,0.72,0.8854961832061069,0.2013888888888889,460,15,41592.403,0.0,18160.420000000002,59752.823000000004,Infeasible,Violates MAX_INTERVENTION_RATE
0.08,0.86,0.28,0.72,0.0,0.72,0.8854961832061069,0.2013888888888889,460,15,41592.403,0.0,18160.420000000002,59752.823000000004,Infeasible,Violates MAX_INTERVENTION_RATE
0.08,0.87,0.28,0.72,0.0,0.72,0.8854961832061069,0.2013888888888889,460,15,41592.403,0.0,18160.420000000002,59752.823000000004,Infeasible,Violates MAX_INTERVENTION_RATE
0.08,0.88,0.28,0.72,0.0,0.72,0.8854961832061069,0.2013888888888889,460,15,41592.403,0.0,18160.420000000002,59752.823000000004,Infeasible,Violates MAX_INTERVENTION_RATE
0.08,0.89,0.28,0.72,0.0,0.72,0.8854961832061069,0.2013888888888889,460,15,41592.403,0.0,18160.420000000002,59752.823000000004,Infeasible,Violates MAX_INTERVENTION_RATE
0.08,0.9,0.28,0.72,0.0,0.72,0.8854961832061069,0.2013888888888889,460,15,41592.403,0.0,18160.420000000002,59752.823000000004,Infeasible,Violates MAX_INTERVENTION_RATE
0.08,0.91,0.28,0.72,0.0,0.72,0.8854961832061069,0.2013888888888889,460,15,41592.403,0.0,18160.420000000002,59752.823000000004,Infeasible,Violates MAX_INTERVENTION_RATE
0.08,0.92,0.28,0.72,0.0,0.72,0.8854961832061069,0.2013888888888889,460,15,41592.403,0.0,18160.420000000002,59752.823000000004,Infeasible,Violates MAX_INTERVENTION_RATE
0.08,0.93,0.28,0.72,0.0,0.72,0.8854961832061069,0.2013888888888889,460,15,41592.403,0.0,18160.420000000002,59752.823000000004,Infeasible,Violates MAX_INTERVENTION_RATE
0.08,0.94,0.28,0.72,0.0,0.72,0.8854961832061069,0.2013888888888889,460,15,41592.403,0.0,18160.420000000002,59752.823000000004,Infeasible,Violates MAX_INTERVENTION_RATE
0.08,0.95,0.28,0.72,0.0,0.72,0.8854961832061069,0.2013888888888889,460,15,41592.403,0.0,18160.420000000002,59752.823000000004,Infeasible,Violates MAX_INTERVENTION_RATE
0.08,0.96,0.28,0.72,0.0,0.72,0.8854961832061069,0.2013888888888889,460,15,41592.403,0.0,18160.420000000002,59752.823000000004,Infeasible,Violates MAX_INTERVENTION_RATE
0.08,0.97,0.28,0.72,0.0,0.72,0.8854961832061069,0.2013888888888889,460,15,41592.403,0.0,18160.420000000002,59752.823000000004,Infeasible,Violates MAX_INTERVENTION_RATE
0.08,0.98,0.28,0.72,0.0,0.72,0.8854961832061069,0.2013888888888889,460,15,41592.403,0.0,18160.420000000002,59752.823000000004,Infeasible,Violates MAX_INTERVENTION_RATE
0.08,0.99,0.28,0.72,0.0,0.72,0.8854961832061069,0.2013888888888889,460,15,41592.403,0.0,18160.420000000002,59752.823000000004,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.1,0.33375,0.07,0.59625,0.66625,0.8549618320610687,0.2101313320825516,421,19,3976.3940000000002,71550.0,25858.16,101384.554,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.11,0.33375,0.12875,0.5375,0.66625,0.8549618320610687,0.2101313320825516,421,19,6571.767,64500.0,25858.16,96929.927,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.12,0.33375,0.185,0.48125,0.66625,0.8549618320610687,0.2101313320825516,421,19,9806.25,57750.0,25858.16,93414.41,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.13,0.33375,0.225,0.44125,0.66625,0.8549618320610687,0.2101313320825516,421,19,11542.93,52950.0,25858.16,90351.09,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.14,0.33375,0.25875,0.4075,0.66625,0.8549618320610687,0.2101313320825516,421,19,13154.409,48900.0,25858.16,87912.569,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.15,0.33375,0.29875,0.3675,0.66625,0.8549618320610687,0.2101313320825516,421,19,15453.619999999999,44100.0,25858.16,85411.78,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.16,0.33375,0.32875,0.3375,0.66625,0.8549618320610687,0.2101313320825516,421,19,17208.093,40500.0,25858.16,83566.253,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.17,0.33375,0.35,0.31625,0.66625,0.8549618320610687,0.2101313320825516,421,19,18768.73,37950.0,25858.16,82576.89,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.18,0.33375,0.3675,0.29875,0.66625,0.8549618320610687,0.2101313320825516,421,19,19734.192000000003,35850.0,25858.16,81442.352,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.19,0.33375,0.39125,0.275,0.66625,0.8549618320610687,0.2101313320825516,421,19,20773.029000000002,33000.0,25858.16,79631.189,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.2,0.33375,0.42,0.24625,0.66625,0.8549618320610687,0.2101313320825516,421,19,22024.445,29550.0,25858.16,77432.605,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.21,0.33375,0.44,0.22625,0.66625,0.8549618320610687,0.2101313320825516,421,19,23663.329,27150.0,25858.16,76671.489,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.22,0.33375,0.4525,0.21375,0.66625,0.8549618320610687,0.2101313320825516,421,19,24538.706,25650.0,25858.16,76046.866,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.23,0.33375,0.46375,0.2025,0.66625,0.8549618320610687,0.2101313320825516,421,19,25149.148999999998,24300.0,25858.16,75307.309,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.24,0.33375,0.4775,0.18875,0.66625,0.8549618320610687,0.2101313320825516,421,19,25836.349,22650.0,25858.16,74344.50899999999,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.25,0.33375,0.48625,0.18,0.66625,0.8549618320610687,0.2101313320825516,421,19,26423.409,21600.0,25858.16,73881.569,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.26,0.33375,0.49125,0.175,0.66625,0.8549618320610687,0.2101313320825516,421,19,26623.409,21000.0,25858.16,73481.569,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.27,0.33375,0.5,0.16625,0.66625,0.8549618320610687,0.2101313320825516,421,19,27049.506,19950.0,25858.16,72857.666,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.28,0.33375,0.50625,0.16,0.66625,0.8549618320610687,0.2101313320825516,421,19,27329.838,19200.0,25858.16,72387.99799999999,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.29,0.33375,0.5175,0.14875,0.66625,0.8549618320610687,0.2101313320825516,421,19,27838.766,17850.0,25858.16,71546.926,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.3,0.33375,0.52875,0.1375,0.66625,0.8549618320610687,0.2101313320825516,421,19,28716.109,16500.0,25858.16,71074.269,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.31,0.33375,0.5425,0.12375,0.66625,0.8549618320610687,0.2101313320825516,421,19,29743.981,14850.0,25858.16,70452.141,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.32,0.33375,0.55875,0.1075,0.66625,0.8549618320610687,0.2101313320825516,421,19,30501.939000000002,12900.0,25858.16,69260.099,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.33,0.33375,0.565,0.10125,0.66625,0.8549618320610687,0.2101313320825516,421,19,30776.586,12150.0,25858.16,68784.746,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.34,0.33375,0.57625,0.09,0.66625,0.8549618320610687,0.2101313320825516,421,19,31548.03,10800.0,25858.16,68206.19,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.35,0.33375,0.58,0.08625,0.66625,0.8549618320610687,0.2101313320825516,421,19,31747.914,10350.0,25858.16,67956.074,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.36,0.33375,0.5875,0.07875,0.66625,0.8549618320610687,0.2101313320825516,421,19,32228.220999999998,9450.0,25858.16,67536.381,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.37,0.33375,0.5925,0.07375,0.66625,0.8549618320610687,0.2101313320825516,421,19,32945.416,8850.0,25858.16,67653.576,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.38,0.33375,0.595,0.07125,0.66625,0.8549618320610687,0.2101313320825516,421,19,33045.416,8550.0,25858.16,67453.576,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.39,0.33375,0.60125,0.065,0.66625,0.8549618320610687,0.2101313320825516,421,19,33295.416,7800.0,25858.16,66953.576,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.4,0.33375,0.61125,0.055,0.66625,0.8549618320610687,0.2101313320825516,421,19,34011.739,6600.0,25858.16,66469.899,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.41,0.33375,0.6175,0.04875,0.66625,0.8549618320610687,0.2101313320825516,421,19,34438.179000000004,5850.0,25858.16,66146.339,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.42,0.33375,0.6225,0.04375,0.66625,0.8549618320610687,0.2101313320825516,421,19,34839.128,5250.0,25858.16,65947.288,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.43,0.33375,0.62625,0.04,0.66625,0.8549618320610687,0.2101313320825516,421,19,34989.128,4800.0,25858.16,65647.288,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.44,0.33375,0.62625,0.04,0.66625,0.8549618320610687,0.2101313320825516,421,19,34989.128,4800.0,25858.16,65647.288,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.45,0.33375,0.63125,0.035,0.66625,0.8549618320610687,0.2101313320825516,421,19,35189.128,4200.0,25858.16,65247.288,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.46,0.33375,0.63375,0.0325,0.66625,0.8549618320610687,0.2101313320825516,421,19,35426.149,3900.0,25858.16,65184.308999999994,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.47,0.33375,0.63875,0.0275,0.66625,0.8549618320610687,0.2101313320825516,421,19,36166.554000000004,3300.0,25858.16,65324.71400000001,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.48,0.33375,0.64,0.02625,0.66625,0.8549618320610687,0.2101313320825516,421,19,36238.582,3150.0,25858.16,65246.742,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.49,0.33375,0.64375,0.0225,0.66625,0.8549618320610687,0.2101313320825516,421,19,36707.017,2700.0,25858.16,65265.176999999996,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.5,0.33375,0.64625,0.02,0.66625,0.8549618320610687,0.2101313320825516,421,19,36922.711,2400.0,25858.16,65180.871,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.51,0.33375,0.64875,0.0175,0.66625,0.8549618320610687,0.2101313320825516,421,19,37246.98,2100.0,25858.16,65205.14,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.52,0.33375,0.6525,0.01375,0.66625,0.8549618320610687,0.2101313320825516,421,19,37544.489,1650.0,25858.16,65052.649000000005,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.53,0.33375,0.6525,0.01375,0.66625,0.8549618320610687,0.2101313320825516,421,19,37544.489,1650.0,25858.16,65052.649000000005,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.54,0.33375,0.65375,0.0125,0.66625,0.8549618320610687,0.2101313320825516,421,19,37659.009,1500.0,25858.16,65017.168999999994,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.55,0.33375,0.65625,0.01,0.66625,0.8549618320610687,0.2101313320825516,421,19,37952.616,1200.0,25858.16,65010.776,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.56,0.33375,0.6575,0.00875,0.66625,0.8549618320610687,0.2101313320825516,421,19,38002.616,1050.0,25858.16,64910.776,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.57,0.33375,0.65875,0.0075,0.66625,0.8549618320610687,0.2101313320825516,421,19,38080.567,900.0,25858.16,64838.727,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.58,0.33375,0.66,0.00625,0.66625,0.8549618320610687,0.2101313320825516,421,19,38130.567,750.0,25858.16,64738.727,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.59,0.33375,0.66,0.00625,0.66625,0.8549618320610687,0.2101313320825516,421,19,38130.567,750.0,25858.16,64738.727,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.6,0.33375,0.66125,0.005,0.66625,0.8549618320610687,0.2101313320825516,421,19,38262.557,600.0,25858.16,64720.717000000004,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.61,0.33375,0.66125,0.005,0.66625,0.8549618320610687,0.2101313320825516,421,19,38262.557,600.0,25858.16,64720.717000000004,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.62,0.33375,0.66125,0.005,0.66625,0.8549618320610687,0.2101313320825516,421,19,38262.557,600.0,25858.16,64720.717000000004,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.63,0.33375,0.66375,0.0025,0.66625,0.8549618320610687,0.2101313320825516,421,19,38500.012,300.0,25858.16,64658.172000000006,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.64,0.33375,0.665,0.00125,0.66625,0.8549618320610687,0.2101313320825516,421,19,38622.629,150.0,25858.16,64630.789000000004,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.65,0.33375,0.665,0.00125,0.66625,0.8549618320610687,0.2101313320825516,421,19,38622.629,150.0,25858.16,64630.789000000004,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.66,0.33375,0.665,0.00125,0.66625,0.8549618320610687,0.2101313320825516,421,19,38622.629,150.0,25858.16,64630.789000000004,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.67,0.33375,0.665,0.00125,0.66625,0.8549618320610687,0.2101313320825516,421,19,38622.629,150.0,25858.16,64630.789000000004,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.68,0.33375,0.665,0.00125,0.66625,0.8549618320610687,0.2101313320825516,421,19,38622.629,150.0,25858.16,64630.789000000004,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.69,0.33375,0.66625,0.0,0.66625,0.8549618320610687,0.2101313320825516,421,19,38672.629,0.0,25858.16,64530.789000000004,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.7,0.33375,0.66625,0.0,0.66625,0.8549618320610687,0.2101313320825516,421,19,38672.629,0.0,25858.16,64530.789000000004,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.71,0.33375,0.66625,0.0,0.66625,0.8549618320610687,0.2101313320825516,421,19,38672.629,0.0,25858.16,64530.789000000004,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.72,0.33375,0.66625,0.0,0.66625,0.8549618320610687,0.2101313320825516,421,19,38672.629,0.0,25858.16,64530.789000000004,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.73,0.33375,0.66625,0.0,0.66625,0.8549618320610687,0.2101313320825516,421,19,38672.629,0.0,25858.16,64530.789000000004,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.74,0.33375,0.66625,0.0,0.66625,0.8549618320610687,0.2101313320825516,421,19,38672.629,0.0,25858.16,64530.789000000004,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.75,0.33375,0.66625,0.0,0.66625,0.8549618320610687,0.2101313320825516,421,19,38672.629,0.0,25858.16,64530.789000000004,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.76,0.33375,0.66625,0.0,0.66625,0.8549618320610687,0.2101313320825516,421,19,38672.629,0.0,25858.16,64530.789000000004,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.77,0.33375,0.66625,0.0,0.66625,0.8549618320610687,0.2101313320825516,421,19,38672.629,0.0,25858.16,64530.789000000004,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.78,0.33375,0.66625,0.0,0.66625,0.8549618320610687,0.2101313320825516,421,19,38672.629,0.0,25858.16,64530.789000000004,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.79,0.33375,0.66625,0.0,0.66625,0.8549618320610687,0.2101313320825516,421,19,38672.629,0.0,25858.16,64530.789000000004,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.8,0.33375,0.66625,0.0,0.66625,0.8549618320610687,0.2101313320825516,421,19,38672.629,0.0,25858.16,64530.789000000004,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.81,0.33375,0.66625,0.0,0.66625,0.8549618320610687,0.2101313320825516,421,19,38672.629,0.0,25858.16,64530.789000000004,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.82,0.33375,0.66625,0.0,0.66625,0.8549618320610687,0.2101313320825516,421,19,38672.629,0.0,25858.16,64530.789000000004,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.83,0.33375,0.66625,0.0,0.66625,0.8549618320610687,0.2101313320825516,421,19,38672.629,0.0,25858.16,64530.789000000004,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.84,0.33375,0.66625,0.0,0.66625,0.8549618320610687,0.2101313320825516,421,19,38672.629,0.0,25858.16,64530.789000000004,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.85,0.33375,0.66625,0.0,0.66625,0.8549618320610687,0.2101313320825516,421,19,38672.629,0.0,25858.16,64530.789000000004,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.86,0.33375,0.66625,0.0,0.66625,0.8549618320610687,0.2101313320825516,421,19,38672.629,0.0,25858.16,64530.789000000004,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.87,0.33375,0.66625,0.0,0.66625,0.8549618320610687,0.2101313320825516,421,19,38672.629,0.0,25858.16,64530.789000000004,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.88,0.33375,0.66625,0.0,0.66625,0.8549618320610687,0.2101313320825516,421,19,38672.629,0.0,25858.16,64530.789000000004,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.89,0.33375,0.66625,0.0,0.66625,0.8549618320610687,0.2101313320825516,421,19,38672.629,0.0,25858.16,64530.789000000004,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.9,0.33375,0.66625,0.0,0.66625,0.8549618320610687,0.2101313320825516,421,19,38672.629,0.0,25858.16,64530.789000000004,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.91,0.33375,0.66625,0.0,0.66625,0.8549618320610687,0.2101313320825516,421,19,38672.629,0.0,25858.16,64530.789000000004,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.92,0.33375,0.66625,0.0,0.66625,0.8549618320610687,0.2101313320825516,421,19,38672.629,0.0,25858.16,64530.789000000004,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.93,0.33375,0.66625,0.0,0.66625,0.8549618320610687,0.2101313320825516,421,19,38672.629,0.0,25858.16,64530.789000000004,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.94,0.33375,0.66625,0.0,0.66625,0.8549618320610687,0.2101313320825516,421,19,38672.629,0.0,25858.16,64530.789000000004,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.95,0.33375,0.66625,0.0,0.66625,0.8549618320610687,0.2101313320825516,421,19,38672.629,0.0,25858.16,64530.789000000004,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.96,0.33375,0.66625,0.0,0.66625,0.8549618320610687,0.2101313320825516,421,19,38672.629,0.0,25858.16,64530.789000000004,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.97,0.33375,0.66625,0.0,0.66625,0.8549618320610687,0.2101313320825516,421,19,38672.629,0.0,25858.16,64530.789000000004,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.98,0.33375,0.66625,0.0,0.66625,0.8549618320610687,0.2101313320825516,421,19,38672.629,0.0,25858.16,64530.789000000004,Infeasible,Violates MAX_INTERVENTION_RATE
0.09,0.99,0.33375,0.66625,0.0,0.66625,0.8549618320610687,0.2101313320825516,421,19,38672.629,0.0,25858.16,64530.789000000004,Infeasible,Violates MAX_INTERVENTION_RATE
0.1,0.11,0.40375,0.05875,0.5375,0.59625,0.8091603053435115,0.2222222222222222,371,25,2595.373,64500.0,37622.100000000006,104717.473,Infeasible,Violates MAX_INTERVENTION_RATE
0.1,0.12,0.40375,0.115,0.48125,0.59625,0.8091603053435115,0.2222222222222222,371,25,5829.856,57750.0,37622.100000000006,101201.956,Infeasible,Violates MAX_INTERVENTION_RATE
0.1,0.13,0.40375,0.155,0.44125,0.59625,0.8091603053435115,0.2222222222222222,371,25,7566.536,52950.0,37622.100000000006,98138.636,Infeasible,Violates MAX_INTERVENTION_RATE
0.1,0.14,0.40375,0.18875,0.4075,0.59625,0.8091603053435115,0.2222222222222222,371,25,9178.015,48900.0,37622.100000000006,95700.115,Infeasible,Violates MAX_INTERVENTION_RATE
0.1,0.15,0.40375,0.22875,0.3675,0.59625,0.8091603053435115,0.2222222222222222,371,25,11477.226,44100.0,37622.100000000006,93199.326,Infeasible,Violates MAX_INTERVENTION_RATE
0.1,0.16,0.40375,0.25875,0.3375,0.59625,0.8091603053435115,0.2222222222222222,371,25,13231.699,40500.0,37622.100000000006,91353.799,Infeasible,Violates MAX_INTERVENTION_RATE
0.1,0.17,0.40375,0.28,0.31625,0.59625,0.8091603053435115,0.2222222222222222,371,25,14792.336,37950.0,37622.100000000006,90364.436,Infeasible,Violates MAX_INTERVENTION_RATE
0.1,0.18,0.40375,0.2975,0.29875,0.59625,0.8091603053435115,0.2222222222222222,371,25,15757.798,35850.0,37622.100000000006,89229.89800000002,Infeasible,Violates MAX_INTERVENTION_RATE
0.1,0.19,0.40375,0.32125,0.275,0.59625,0.8091603053435115,0.2222222222222222,371,25,16796.635000000002,33000.0,37622.100000000006,87418.73500000002,Infeasible,Violates MAX_INTERVENTION_RATE
0.1,0.2,0.40375,0.35,0.24625,0.59625,0.8091603053435115,0.2222222222222222,371,25,18048.051,29550.0,37622.100000000006,85220.15100000001,Infeasible,Violates MAX_INTERVENTION_RATE
0.1,0.21,0.40375,0.37,0.22625,0.59625,0.8091603053435115,0.2222222222222222,371,25,19686.935,27150.0,37622.100000000006,84459.035,Infeasible,Violates MAX_INTERVENTION_RATE
0.1,0.22,0.40375,0.3825,0.21375,0.59625,0.8091603053435115,0.2222222222222222,371,25,20562.312,25650.0,37622.100000000006,83834.41200000001,Infeasible,Violates MAX_INTERVENTION_RATE
0.1,0.23,0.40375,0.39375,0.2025,0.59625,0.8091603053435115,0.2222222222222222,371,25,21172.755,24300.0,37622.100000000006,83094.85500000001,Infeasible,Violates MAX_INTERVENTION_RATE
0.1,0.24,0.40375,0.4075,0.18875,0.59625,0.8091603053435115,0.2222222222222222,371,25,21859.955,22650.0,37622.100000000006,82132.05500000001,Infeasible,Violates MAX_INTERVENTION_RATE
0.1,0.25,0.40375,0.41625,0.18,0.59625,0.8091603053435115,0.2222222222222222,371,25,22447.015,21600.0,37622.100000000006,81669.115,Infeasible,Violates MAX_INTERVENTION_RATE
0.1,0.26,0.40375,0.42125,0.175,0.59625,0.8091603053435115,0.2222222222222222,371,25,22647.015,21000.0,37622.100000000006,81269.115,Infeasible,Violates MAX_INTERVENTION_RATE
0.1,0.27,0.40375,0.43,0.16625,0.59625,0.8091603053435115,0.2222222222222222,371,25,23073.112,19950.0,37622.100000000006,80645.212,Infeasible,Violates MAX_INTERVENTION_RATE
0.1,0.28,0.40375,0.43625,0.16,0.59625,0.8091603053435115,0.2222222222222222,371,25,23353.444,19200.0,37622.100000000006,80175.54400000001,Infeasible,Violates MAX_INTERVENTION_RATE
0.1,0.29,0.40375,0.4475,0.14875,0.59625,0.8091603053435115,0.2222222222222222,371,25,23862.372,17850.0,37622.100000000006,79334.47200000001,Infeasible,Violates MAX_INTERVENTION_RATE
0.1,0.3,0.40375,0.45875,0.1375,0.59625,0.8091603053435115,0.2222222222222222,371,25,24739.715,16500.0,37622.100000000006,78861.815,Infeasible,Violates MAX_INTERVENTION_RATE
0.1,0.31,0.40375,0.4725,0.12375,0.59625,0.8091603053435115,0.2222222222222222,371,25,25767.587,14850.0,37622.100000000006,78239.687,Infeasible,Violates MAX_INTERVENTION_RATE
0.1,0.32,0.40375,0.48875,0.1075,0.59625,0.8091603053435115,0.2222222222222222,371,25,26525.545,12900.0,37622.100000000006,77047.645,Infeasible,Violates MAX_INTERVENTION_RATE
0.1,0.33,0.40375,0.495,0.10125,0.59625,0.8091603053435115,0.2222222222222222,371,25,26800.192,12150.0,37622.100000000006,76572.292,Infeasible,Violates MAX_INTERVENTION_RATE
0.1,0.34,0.40375,0.50625,0.09,0.59625,0.8091603053435115,0.2222222222222222,371,25,27571.636,10800.0,37622.100000000006,75993.736,Infeasible,Violates MAX_INTERVENTION_RATE
0.1,0.35,0.40375,0.51,0.08625,0.59625,0.8091603053435115,0.2222222222222222,371,25,27771.52,10350.0,37622.100000000006,75743.62000000001,Infeasible,Violates MAX_INTERVENTION_RATE
0.1,0.36,0.40375,0.5175,0.07875,0.59625,0.8091603053435115,0.2222222222222222,371,25,28251.826999999997,9450.0,37622.100000000006,75323.927,Infeasible,Violates MAX_INTERVENTION_RATE
0.1,0.37,0.40375,0.5225,0.07375,0.59625,0.8091603053435115,0.2222222222222222,371,25,28969.021999999997,8850.0,37622.100000000006,75441.122,Infeasible,Violates MAX_INTERVENTION_RATE
0.1,0.38,0.40375,0.525,0.07125,0.59625,0.8091603053435115,0.2222222222222222,371,25,29069.021999999997,8550.0,37622.100000000006,75241.122,Infeasible,Violates MAX_INTERVENTION_RATE
0.1,0.39,0.40375,0.53125,0.065,0.59625,0.8091603053435115,0.2222222222222222,371,25,29319.021999999997,7800.0,37622.100000000006,74741.122,Infeasible,Violates MAX_INTERVENTION_RATE
0.1,0.4,0.40375,0.54125,0.055,0.59625,0.8091603053435115,0.2222222222222222,371,25,30035.345,6600.0,37622.100000000006,74257.445,Infeasible,Violates MAX_INTERVENTION_RATE
0.1,0.41,0.40375,0.5475,0.04875,0.59625,0.8091603053435115,0.2222222222222222,371,25,30461.785,5850.0,37622.100000000006,73933.88500000001,Infeasible,Violates MAX_INTERVENTION_RATE
0.1,0.42,0.40375,0.5525,0.04375,0.59625,0.8091603053435115,0.2222222222222222,371,25,30862.734,5250.0,37622.100000000006,73734.834,Infeasible,Violates MAX_INTERVENTION_RATE
0.1,0.43,0.40375,0.55625,0.04,0.59625,0.8091603053435115,0.2222222222222222,371,25,31012.734,4800.0,37622.100000000006,73434.834,Infeasible,Violates MAX_INTERVENTION_RATE
0.1,0.44,0.40375,0.55625,0.04,0.59625,0.8091603053435115,0.2222222222222222,371,25,31012.734,4800.0,37622.100000000006,73434.834,Infeasible,Violates MAX_INTERVENTION_RATE
0.1,0.45,0.40375,0.56125,0.035,0.59625,0.8091603053435115,0.2222222222222222,371,25,31212.734,4200.0,37622.100000000006,73034.834,Infeasible,Violates MAX_INTERVENTION_RATE
